column1	column2
gene9007	GO:0000922, GO:0005815, GO:0000226
gene9009	GO:0004435, GO:0005515, GO:0035556, GO:0007242, GO:0009395, GO:0046339
gene9010	GO:0016021
gene9011	GO:0030136, GO:0005545, GO:0030276, GO:0048268
gene9012	GO:0005737, GO:0006914, GO:0097352
gene9013	GO:0016021, GO:0004930, GO:0007186
gene9014	GO:0016747, GO:0008152
gene9015	GO:0016021, GO:0004930, GO:0007186
gene9016	GO:0004814, GO:0005524, GO:0006420, GO:0006525, GO:0006560
gene9017	GO:0005737, GO:0051536, GO:0016226
gene9018	GO:0016021, GO:0004930, GO:0007186
gene9019	GO:0046872, GO:0006801, GO:0055114
gene9022	GO:0046872
gene9023	GO:0016021, GO:0005328, GO:0006836, GO:0006812
gene9024	GO:0005488
gene9025	GO:0005622, GO:0005525, GO:0006886, GO:0007264
gene9026	GO:0005525
gene9029	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9031	GO:0008083, GO:0040007, GO:0007165, GO:0008283
gene9032	GO:0005515
gene9033	GO:0003677, GO:0051920, GO:0055114
gene9034	GO:0005093, GO:0015031
gene9035	GO:0004623, GO:0005509, GO:0016042, GO:0009395
gene9036	GO:0003723
gene9038	GO:0016746, GO:0008152
gene9039	GO:0003697
gene9040	GO:0005488
gene9043	GO:0005515
gene9046	GO:0016021, GO:0005230, GO:0006811
gene9047	GO:0005869, GO:0045502, GO:0010970, GO:0030286
gene9049	GO:0016746, GO:0008152
gene9054	GO:0005515
gene9055	GO:0016021, GO:0045211, GO:0004889, GO:0006812, GO:0007165
gene9057	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene9059	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene9062	GO:0003824, GO:0008152
gene9064	GO:0005515, GO:0007165
gene9065	GO:0000786, GO:0003677, GO:0046982
gene9066	GO:0000786, GO:0003677, GO:0046982
gene9067	GO:0000786, GO:0003677, GO:0046982
gene9068	GO:0016021, GO:0045211, GO:0004889, GO:0006812, GO:0007165
gene9071	GO:0000786, GO:0003677, GO:0046982
gene9072	GO:0000407, GO:0031410, GO:1990072, GO:0000045, GO:0006888, GO:0030242, GO:0032258, GO:0034497, GO:0044804
gene9073	GO:0045454
gene9075	GO:0004550, GO:0006165, GO:0006183, GO:0006228, GO:0006241, GO:0006144, GO:0006206
gene9076	GO:0005515
gene9077	GO:0000786, GO:0003677, GO:0046982
gene9078	GO:0004526, GO:0001682, GO:0030677, GO:0051252
gene9081	GO:0005515
gene9082	GO:0005515
gene9084	GO:0005515
gene9086	GO:0000786, GO:0003677, GO:0046982
gene9087	GO:0004526, GO:0001682, GO:0030677, GO:0051252
gene9088	GO:0042302
gene9089	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9090	GO:0005184, GO:0007218
gene9091	GO:0000786, GO:0003677, GO:0046982
gene9092	GO:0003723, GO:0005515
gene9093	GO:0033178, GO:0046961, GO:0015991, GO:0006119
gene9094	GO:0005942, GO:0035014
gene9095	GO:0016757
gene9096	GO:0016787, GO:0009166
gene9097	GO:0003677, GO:0005515
gene9098	GO:0005515
gene9099	GO:0008168, GO:0008270
gene9100	GO:0008234, GO:0006508
gene9101	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene9104	GO:0046983
gene9108	GO:0003824, GO:0008152
gene9109	GO:0005887, GO:0016010
gene9110	GO:0005783, GO:0042803
gene9113	GO:0016149, GO:0005840, GO:0006444, GO:0006449, GO:0018444
gene9115	GO:0005634
gene9117	GO:0005515
gene9118	GO:0003676, GO:0005515, GO:0046872
gene9119	GO:0005515
gene9120	GO:0019948, GO:0016925
gene9123	GO:0005777, GO:0003995, GO:0003997, GO:0050660, GO:0006635, GO:0006118, GO:0006637
gene9124	GO:0005777, GO:0003995, GO:0003997, GO:0050660, GO:0006635, GO:0006118, GO:0006637
gene9125	GO:0005515
gene9128	GO:0016021, GO:0007155, GO:0042246
gene9132	GO:0003755, GO:0000413, GO:0006457
gene9133	GO:0005515
gene9134	GO:0003677, GO:0006355
gene9135	GO:0005634, GO:0003676, GO:0005515, GO:0008270
gene9136	GO:0006633
gene9139	GO:0016020, GO:0005216, GO:0006811, GO:0055085
gene9140	GO:0004725, GO:0006470, GO:0006570
gene9143	GO:0005578, GO:0004222, GO:0008270, GO:0006508
gene9146	GO:0005515
gene9147	GO:0031988, GO:0043231, GO:0016192
gene9148	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9149	GO:0006397
gene9150	GO:0003755, GO:0000413, GO:0006457
gene9152	GO:0005515
gene9153	GO:0004222, GO:0008270, GO:0006508
gene9155	GO:0005515
gene9156	GO:0005886, GO:0097481, GO:0035256, GO:0007216, GO:2001256
gene9157	GO:0005509
gene9158	GO:0005515
gene9159	GO:0016020, GO:0005515, GO:0006886, GO:0016192
gene9162	GO:0000287, GO:0008193, GO:0006400
gene9163	GO:0004672, GO:0005524, GO:0006468
gene9164	GO:0016831, GO:0030170, GO:0006520
gene9165	GO:0004181, GO:0008270, GO:0006508
gene9166	GO:0006744
gene9167	GO:0004013, GO:0006730, GO:0006555
gene9168	GO:0004563, GO:0005975, GO:0001575, GO:0006027, GO:0006040
gene9169	GO:0044424
gene9171	GO:0003676
gene9172	GO:0033179, GO:0015078, GO:0015991
gene9173	GO:0005092, GO:0005515, GO:0008277
gene9174	GO:0003676, GO:0008270
gene9175	GO:0016020
gene9176	GO:0016740, GO:0051539, GO:0009451
gene9178	GO:0003676, GO:0046872
gene9179	GO:0004144, GO:0019432, GO:0042967
gene9181	GO:0003677
gene9183	GO:0016884
gene9184	GO:0016021, GO:0005216, GO:0005515, GO:0034220
gene9186	GO:0005509, GO:0005515
gene9187	GO:0005515
gene9188	GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene9190	GO:0016491, GO:0008152
gene9191	GO:0016020
gene9195	GO:0016021, GO:0004930, GO:0007186
gene9196	GO:0005509, GO:0005515
gene9197	GO:0008903, GO:0046487
gene9198	GO:0005542, GO:0016740, GO:0044237
gene9199	GO:0005840, GO:0003735, GO:0008097, GO:0006412, GO:0042254
gene9200	GO:0005856, GO:0005925, GO:0004713, GO:0004871, GO:0005524, GO:0006468, GO:0007172
gene9201	GO:0016020, GO:0004930, GO:0007186
gene9205	GO:0005515
gene9206	GO:0003677, GO:0046983
gene9207	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9210	GO:0043565, GO:0006355
gene9215	GO:0005515, GO:0016491, GO:0055114
gene9217	GO:0005515
gene9218	GO:0005634, GO:0043565, GO:0006355
gene9219	GO:0005960, GO:0019464
gene9220	GO:0003676, GO:0046983
gene9222	GO:0005515
gene9223	GO:0005524
gene9224	GO:0005524, GO:0015078, GO:0030246, GO:0015992
gene9225	GO:0005524, GO:0030246
gene9226	GO:0000276, GO:0005524, GO:0030246, GO:0046933, GO:0015986
gene9227	GO:0005319, GO:0006869
gene9228	GO:0016021, GO:0008271, GO:0008272, GO:0055085
gene9232	GO:0005524
gene9235	GO:0003824, GO:0008152
gene9236	GO:0016758, GO:0008152
gene9237	GO:0016831, GO:0030170, GO:0006520
gene9238	GO:0016758, GO:0008152
gene9241	GO:0016020
gene9242	GO:0004252, GO:0006508
gene9243	GO:0007049
gene9245	GO:0019904
gene9246	GO:0005694, GO:0003677, GO:0003917, GO:0003918, GO:0006265
gene9248	GO:0003677
gene9251	GO:0006355
gene9252	GO:0005622, GO:0042254
gene9253	GO:0005509
gene9254	GO:0005515
gene9256	GO:0000166, GO:0003676
gene9257	GO:0004252, GO:0006508
gene9258	GO:0005622, GO:0042254
gene9259	GO:0016021
gene9260	GO:0005890, GO:0006813, GO:0006814
gene9261	GO:0035556
gene9262	GO:0016021, GO:0015377, GO:0055085, GO:0006812, GO:0006821
gene9263	GO:0016021
gene9264	GO:0016491, GO:0008152
gene9265	GO:0016491, GO:0008152
gene9267	GO:0016491, GO:0008152
gene9268	GO:0005737, GO:0004177, GO:0008235, GO:0030145, GO:0006508
gene9269	GO:0016020, GO:0005524, GO:0006605, GO:0017038
gene9270	GO:0005523, GO:0051694
gene9271	GO:0016491, GO:0008152
gene9272	GO:0005634, GO:0006974, GO:0007049, GO:0048478
gene9276	GO:0016021
gene9279	GO:0016992, GO:0051539, GO:0009107
gene9280	GO:0005789, GO:0016758
gene9284	GO:0008236, GO:0006508
gene9285	GO:0005515, GO:0035091
gene9287	GO:0016491, GO:0008152
gene9290	GO:0004672, GO:0005524, GO:0006468
gene9292	GO:0005524
gene9293	GO:0005783, GO:0005509, GO:0051082, GO:0006457
gene9297	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9299	GO:0005615, GO:0052689, GO:0008152
gene9300	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9301	GO:0004104
gene9302	GO:0004104
gene9303	GO:0005615, GO:0052689, GO:0008152
gene9304	GO:0005615, GO:0052689, GO:0008152
gene9305	GO:0005515
gene9306	GO:0016021, GO:0006024, GO:0015012
gene9307	GO:0005874, GO:0019799, GO:0071929, GO:0042967, GO:0045298
gene9309	GO:0005515
gene9313	GO:0003824, GO:0008152
gene9314	GO:0003682, GO:0006338, GO:0006355, GO:0000785
gene9315	GO:0004252, GO:0070008, GO:0006508
gene9320	GO:0004372, GO:0030170, GO:0006544, GO:0006563
gene9321	GO:0005634, GO:0005694, GO:0005515, GO:0018024, GO:0006355, GO:0034968, GO:0006554
gene9322	GO:0004672, GO:0005524, GO:0006468
gene9323	GO:0003676, GO:0046983
gene9324	GO:0016021
gene9325	GO:0005634, GO:0003677, GO:0046872
gene9326	GO:0005622, GO:0005515, GO:0006355
gene9329	GO:0016021, GO:0055085
gene9330	GO:0003677, GO:0004518, GO:0006259
gene9331	GO:0005515
gene9332	GO:0005634, GO:0004484, GO:0004651, GO:0004725, GO:0008138, GO:0006370, GO:0006470, GO:0006570
gene9333	GO:0004484, GO:0004725, GO:0008138, GO:0006370, GO:0006470, GO:0006570
gene9334	GO:0004725, GO:0008138, GO:0006470, GO:0006570
gene9341	GO:0000166, GO:0003676, GO:0046872
gene9343	GO:0016021, GO:0004930, GO:0007186
gene9344	GO:0000166, GO:0003676
gene9345	GO:0003723
gene9347	GO:0006629
gene9348	GO:0016491, GO:0008152
gene9349	GO:0016021, GO:0004960, GO:0007187
gene9351	GO:0016020, GO:0017153, GO:0006835, GO:0006812
gene9352	GO:0016021, GO:0005524, GO:0042626, GO:0055085
gene9353	GO:0035091
gene9355	GO:0016020, GO:0006814
gene9356	GO:0008080, GO:0042967
gene9361	GO:0003677
gene9362	GO:0004672, GO:0005524, GO:0006468
gene9363	GO:0003677, GO:0003700, GO:0016987, GO:0006352, GO:0006355, GO:0005667, GO:0045449
gene9365	GO:0016020, GO:0004714, GO:0005524, GO:0006468, GO:0007169
gene9369	GO:0005509, GO:0005515
gene9371	GO:0031307, GO:0003924, GO:0005509, GO:0005525, GO:0007005, GO:0007264, GO:0015031
gene9372	GO:0004672, GO:0005524, GO:0006468
gene9374	GO:0003700, GO:0008134, GO:0019904, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9377	GO:0016020, GO:0015018, GO:0030206
gene9379	GO:0016020, GO:0005215, GO:0055085
gene9380	GO:0008168, GO:0008152
gene9381	GO:0016021, GO:0055085
gene9382	GO:0008168, GO:0008152
gene9384	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9387	GO:0046983
gene9388	GO:0005737, GO:0004795, GO:0030170, GO:0009088, GO:0006544, GO:0006563, GO:0042816
gene9389	GO:0046872
gene9390	GO:0005488
gene9391	GO:0016020, GO:0016757
gene9392	GO:0004672, GO:0005524, GO:0006468
gene9393	GO:0006869
gene9394	GO:0005643, GO:0006913
gene9396	GO:0005515
gene9407	GO:0008146
gene9412	GO:0016757, GO:0005975
gene9414	GO:0000139, GO:0016021, GO:0005338, GO:0005351, GO:0008643, GO:0015780, GO:0015992, GO:1901679
gene9418	GO:0019187, GO:0000136
gene9419	GO:0016491, GO:0055114
gene9421	GO:0003676, GO:0005524
gene9424	GO:0000166
gene9425	GO:0005488, GO:0006355, GO:0016568, GO:0048523
gene9426	GO:0005615, GO:0010506
gene9427	GO:0005869
gene9428	GO:0016020, GO:0008237, GO:0008241, GO:0006508
gene9429	GO:0003995, GO:0050660, GO:0055114, GO:0006118
gene9430	GO:0016491, GO:0008152
gene9431	GO:0046983
gene9432	GO:0046983
gene9433	GO:0005515
gene9434	GO:0005634, GO:0005667, GO:0000978, GO:0003700, GO:0042803, GO:0043425, GO:0046982, GO:0045666, GO:0045944, GO:0045449
gene9435	GO:0016021, GO:0006024, GO:0015012
gene9436	GO:0016491, GO:0008152
gene9439	GO:0003676, GO:0005515, GO:0046872
gene9440	GO:0005515
gene9442	GO:0005515, GO:0042302
gene9443	GO:0005509
gene9444	GO:0005515
gene9445	GO:0000775, GO:0007067
gene9446	GO:0016747
gene9448	GO:0016020
gene9449	GO:0004252, GO:0006508
gene9450	GO:0005783, GO:0016021, GO:0003677
gene9453	GO:0003824, GO:0043169, GO:0005975
gene9454	GO:0005783, GO:0016021
gene9455	GO:0016021, GO:0005328, GO:0006836, GO:0006812
gene9456	GO:0008270, GO:0007165
gene9457	GO:0006355
gene9458	GO:0016020, GO:0004713, GO:0005509, GO:0005524, GO:0006468, GO:0007156
gene9459	GO:0005509
gene9460	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9461	GO:0003677
gene9463	GO:0000176, GO:0000177, GO:0000932, GO:0016021, GO:0000175, GO:0003676, GO:0006364, GO:0006402, GO:0010587, GO:0016075, GO:0055114, GO:0090503, GO:0051252
gene9464	GO:0005759, GO:0003677, GO:0003678, GO:0004004, GO:0016491, GO:0032508, GO:0055114, GO:0005657
gene9465	GO:0016021, GO:0005262, GO:0005524, GO:0051082, GO:0006457, GO:0006950, GO:0070588
gene9467	GO:0005515
gene9468	GO:0005524, GO:0051082, GO:0006457, GO:0006950
gene9471	GO:0008418, GO:0006528
gene9472	GO:0046872
gene9473	GO:0005515
gene9474	GO:0005515
gene9475	GO:0005634, GO:0030686, GO:0030490
gene9477	GO:0008168, GO:0032259
gene9478	GO:0005515
gene9480	GO:0005634, GO:0003684, GO:0004519, GO:0006281
gene9482	GO:0016740
gene9483	GO:0016021, GO:0005432, GO:0006816, GO:0007154, GO:0055085
gene9484	GO:0016021, GO:0008273, GO:0055085, GO:0006812
gene9486	GO:0005885, GO:0005515, GO:0034314
gene9488	GO:0005615, GO:0004866
gene9489	GO:0002161, GO:0004832, GO:0005524, GO:0006438, GO:0009097, GO:0009098, GO:0009099
gene9491	GO:0015935, GO:0003723, GO:0003735, GO:0006412, GO:0042254
gene9492	GO:0016021, GO:0022891, GO:0055085
gene9493	GO:0016787, GO:0008152
gene9495	GO:0004601, GO:0020037, GO:0006979, GO:0055114, GO:0006804
gene9496	GO:0005623, GO:0008430, GO:0045454
gene9497	GO:0003676, GO:0046872
gene9498	GO:0012505, GO:0000079, GO:0007346
gene9499	GO:0043565, GO:0006355
gene9502	GO:0005509
gene9503	GO:0003676, GO:0008270
gene9504	GO:0035091
gene9506	GO:0005763, GO:0003735, GO:0042254
gene9514	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9515	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9516	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9518	GO:0043565, GO:0006355
gene9519	GO:0043565, GO:0006355
gene9520	GO:0043565, GO:0006355
gene9522	GO:0043565, GO:0006355
gene9523	GO:0005819, GO:0005874, GO:0032147, GO:0060236
gene9524	GO:0016021
gene9525	GO:0004104
gene9526	GO:0005634, GO:0000166, GO:0003700, GO:0008270, GO:0006355, GO:0005667, GO:0045449
gene9527	GO:0004553, GO:0005975
gene9528	GO:0010181, GO:0016491, GO:0055114
gene9529	GO:0005737, GO:0003676, GO:0004816, GO:0005524, GO:0006421, GO:0006522, GO:0006531
gene9530	GO:0004181, GO:0008270, GO:0006508
gene9531	GO:0005634, GO:0003700, GO:0005524, GO:0008270, GO:0006355, GO:0005667, GO:0045449
gene9532	GO:0005515
gene9533	GO:0000808, GO:0005634, GO:0006260
gene9534	GO:0005096, GO:0043547
gene9535	GO:0005634, GO:0003700, GO:0008270, GO:0006355, GO:0005667, GO:0045449
gene9536	GO:0003676, GO:0008270
gene9538	GO:0005634, GO:0043565, GO:0006355
gene9539	GO:0005576
gene9540	GO:0004181, GO:0008270, GO:0006508
gene9541	GO:0000124, GO:0005576, GO:0005643, GO:0003713, GO:0006406, GO:0045893, GO:0005667, GO:0045941
gene9542	GO:0005634, GO:0003700, GO:0008270, GO:0006355, GO:0005667, GO:0045449
gene9543	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9544	GO:0071986, GO:0001919, GO:0007040, GO:0032008, GO:0032439, GO:0042632, GO:0043410, GO:0071230
gene9545	GO:0005089, GO:0005515, GO:0043087
gene9546	GO:0005787, GO:0016021, GO:0008233, GO:0006465
gene9547	GO:0046872, GO:0006801, GO:0055114
gene9552	GO:0004725, GO:0006470, GO:0006570
gene9553	GO:0004176, GO:0006508, GO:0006510
gene9555	GO:0042302
gene9556	GO:0000166, GO:0004672, GO:0016310
gene9557	GO:0042302
gene9558	GO:0005576, GO:0004568, GO:0008061, GO:0005975, GO:0006032, GO:0016998
gene9559	GO:0016021, GO:0004930, GO:0007186
gene9561	GO:0042302
gene9562	GO:0016021, GO:0004930, GO:0007186
gene9564	GO:0005576, GO:0004568, GO:0008061, GO:0005975, GO:0006032, GO:0016998
gene9565	GO:0005515
gene9566	GO:0004692, GO:0005524, GO:0006468, GO:0009069
gene9567	GO:0016021, GO:0004983, GO:0007187, GO:0007268
gene9568	GO:0042302
gene9569	GO:0005515
gene9570	GO:0004692, GO:0005524, GO:0030553, GO:0006468, GO:0009069
gene9571	GO:0005515
gene9574	GO:0016020, GO:0008519, GO:0072488
gene9579	GO:0005615
gene9580	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9581	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9582	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9583	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9585	GO:0042302
gene9587	GO:0005096, GO:0005515
gene9589	GO:0003677, GO:0004518, GO:0006281
gene9591	GO:0003676
gene9596	GO:0004672, GO:0005524, GO:0006468
gene9602	GO:0000778, GO:0031262, GO:0005200, GO:0000132, GO:0007052, GO:0051315, GO:0005856
gene9603	GO:0034464, GO:0005515, GO:0035058
gene9604	GO:0004842, GO:0016567
gene9606	GO:0008234, GO:0006508
gene9610	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9611	GO:0005515
gene9612	GO:0005488
gene9613	GO:0003676, GO:0004523, GO:0051252
gene9614	GO:0003676, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0008152, GO:0005874, GO:0045298
gene9615	GO:0016614, GO:0050660, GO:0055114
gene9616	GO:0003682, GO:0006338, GO:0006355, GO:0006811, GO:0000785
gene9618	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene9622	GO:0016021, GO:0022891, GO:0055085
gene9623	GO:0042393
gene9624	GO:0016021, GO:0022891, GO:0055085
gene9625	GO:0003723, GO:0009982, GO:0001522
gene9630	GO:0003993, GO:0006771, GO:0019497
gene9632	GO:0008168, GO:0008152
gene9634	GO:0005506, GO:0016705, GO:0031418, GO:0055114
gene9635	GO:0005319, GO:0006869
gene9636	GO:0005515
gene9637	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene9639	GO:0005488
gene9640	GO:0004020, GO:0004781, GO:0005524, GO:0000103, GO:0006144
gene9641	GO:0016758, GO:0008152
gene9642	GO:0016020, GO:0008378, GO:0006486
gene9644	GO:0004020, GO:0004781, GO:0005524, GO:0000103, GO:0006144
gene9645	GO:0031012, GO:0004222, GO:0005515, GO:0008270, GO:0006508
gene9646	GO:0004020, GO:0004781, GO:0005524, GO:0000103, GO:0006144
gene9648	GO:0016020, GO:0016798, GO:0008152
gene9649	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9650	GO:0016620, GO:0055114
gene9651	GO:0016020
gene9652	GO:0008168, GO:0008152
gene9653	GO:0005506, GO:0016705, GO:0031418, GO:0055114
gene9654	GO:0016021, GO:0051205
gene9655	GO:0008168, GO:0008152
gene9656	GO:0003824, GO:0043169, GO:0005975
gene9658	GO:0008168, GO:0008152
gene9659	GO:0005515
gene9660	GO:0016020, GO:0004714, GO:0005524, GO:0006468, GO:0007169
gene9661	GO:0005515
gene9662	GO:0005515
gene9663	GO:0005515
gene9664	GO:0005515
gene9665	GO:0005515
gene9666	GO:0016020, GO:0004714, GO:0005524, GO:0007169, GO:0018108
gene9667	GO:0016020, GO:0004714, GO:0005524, GO:0006468, GO:0007169
gene9668	GO:0016021
gene9669	GO:0016021
gene9670	GO:0016020, GO:0005215, GO:0006811, GO:0055085
gene9674	GO:0005576, GO:0008061, GO:0006030
gene9675	GO:0005737, GO:0004824, GO:0005524, GO:0006430, GO:0009085
gene9676	GO:0004812, GO:0005524, GO:0006418
gene9677	GO:0005576, GO:0008061, GO:0006030
gene9678	GO:0005576, GO:0008061, GO:0006030
gene9679	GO:0005576, GO:0008061, GO:0006030
gene9680	GO:0005576, GO:0008061, GO:0006030
gene9681	GO:0042302
gene9682	GO:0042302
gene9683	GO:0000287, GO:0004449, GO:0051287, GO:0006099
gene9684	GO:0043565, GO:0006355
gene9685	GO:0043565, GO:0006355
gene9686	GO:0008047, GO:0006689
gene9688	GO:0005887, GO:0022841, GO:0030322, GO:0071805
gene9689	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9690	GO:0016459, GO:0003774, GO:0008152
gene9691	GO:0016459, GO:0003774, GO:0008152
gene9692	GO:0005515
gene9693	GO:0005622, GO:0016020, GO:0003924, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene9695	GO:0016627, GO:0050660, GO:0006099, GO:0022900
gene9696	GO:0016627, GO:0050660, GO:0006099, GO:0022900
gene9697	GO:0005515
gene9699	GO:0003676, GO:0005515, GO:0008270
gene9702	GO:0016021, GO:0006890
gene9703	GO:0005576, GO:0008061, GO:0006030
gene9706	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene9707	GO:0005515
gene9708	GO:0005515
gene9709	GO:0005515
gene9710	GO:0005515
gene9711	GO:0005488
gene9712	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9713	GO:0004672, GO:0005524, GO:0006468
gene9716	GO:0003676, GO:0046872
gene9717	GO:0005634, GO:0043565, GO:0046982, GO:0006355
gene9718	GO:0003677, GO:0004003, GO:0005524, GO:0006139, GO:0005657
gene9719	GO:0003676, GO:0005524, GO:0008026
gene9720	GO:0051082, GO:0006457
gene9721	GO:0005852, GO:0003743, GO:0005515, GO:0005840, GO:0006446
gene9723	GO:0043248
gene9724	GO:0004148, GO:0050660, GO:0045454, GO:0006094, GO:0006096, GO:0006099, GO:0006118, GO:0006544, GO:0006563, GO:0006566
gene9727	GO:0017150, GO:0050660, GO:0008033, GO:0055114
gene9728	GO:0005506, GO:0016705, GO:0031418, GO:0055114
gene9730	GO:0005515
gene9731	GO:0005515
gene9733	GO:0005515
gene9735	GO:0004672, GO:0005524, GO:0006468
gene9736	GO:0005515
gene9738	GO:0007165
gene9739	GO:0005515
gene9740	GO:0005515
gene9742	GO:0005515
gene9743	GO:0003676, GO:0046872
gene9745	GO:0016021, GO:0004930, GO:0007186
gene9746	GO:0004559, GO:0008270, GO:0030246, GO:0006013
gene9748	GO:0003676, GO:0005524
gene9749	GO:0007165
gene9751	GO:0003824, GO:0043169, GO:0005975
gene9752	GO:0003868, GO:0055114, GO:0006558, GO:0006570
gene9753	GO:0005515
gene9757	GO:0003684, GO:0003904, GO:0050660, GO:0000719, GO:0045892
gene9758	GO:0005840, GO:0003735, GO:0019843, GO:0006412, GO:0042254
gene9759	GO:0080019
gene9761	GO:0005737, GO:0016020, GO:0004152, GO:0006207, GO:0055114
gene9762	GO:0005525
gene9763	GO:0005525
gene9765	GO:0046872
gene9766	GO:0005737, GO:0007165, GO:0043087
gene9767	GO:0005515
gene9768	GO:0004252, GO:0006508
gene9769	GO:0016740, GO:0008152
gene9770	GO:0016020, GO:0005272, GO:0006814
gene9771	GO:0005515
gene9772	GO:0006464, GO:0015031
gene9773	GO:0005871, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0005874, GO:0045298
gene9774	GO:0008425, GO:0006744
gene9775	GO:0005871, GO:0003777, GO:0007018, GO:0005874
gene9776	GO:0008425, GO:0006744
gene9777	GO:0016020, GO:0008378, GO:0006486
gene9778	GO:0003676
gene9780	GO:0003676
gene9781	GO:0005634, GO:0000287, GO:0004715, GO:0005524, GO:0006468, GO:0007067
gene9782	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9783	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9784	GO:0006629
gene9785	GO:0016740
gene9787	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene9788	GO:0008175, GO:0001510, GO:0008033
gene9789	GO:0005634, GO:0000978, GO:0000982, GO:0006357, GO:0006366
gene9790	GO:0005634, GO:0000978, GO:0000982, GO:0006355
gene9793	GO:0016020, GO:0004970, GO:0005234, GO:0006811, GO:0007165, GO:0007268
gene9794	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9795	GO:0005622, GO:0005525, GO:0006886, GO:0007264
gene9798	GO:0006629
gene9800	GO:0016020, GO:0005272, GO:0006814
gene9810	GO:0016787
gene9811	GO:0008270, GO:0016491, GO:0055114
gene9817	GO:0016779, GO:0006351
gene9820	GO:0003880, GO:0008169, GO:0016274, GO:0016278, GO:0016300, GO:0016423, GO:0016427, GO:0016429, GO:0016433, GO:0016434, GO:0016436, GO:0051995, GO:0030488, GO:0006479, GO:0000154
gene9822	GO:0016021, GO:0005509, GO:0016055
gene9824	GO:0016021, GO:0005509, GO:0008152, GO:0044699
gene9829	GO:0006629
gene9833	GO:0016020, GO:0044464
gene9834	GO:0005886, GO:0005230, GO:0044763, GO:0006811
gene9835	GO:0000808, GO:0005634, GO:0006260
gene9836	GO:0030425, GO:0032281, GO:0045211, GO:0004971, GO:0005234, GO:0034220, GO:0035235, GO:0035249
gene9837	GO:0016020, GO:0005215, GO:0055085
gene9838	GO:0016746
gene9840	GO:0005515
gene9841	GO:0005515, GO:0008270
gene9842	GO:0008270, GO:0035556
gene9843	GO:0006629
gene9844	GO:0000346, GO:0005681, GO:0005687, GO:0005688, GO:0005737, GO:0016607, GO:0004004, GO:0005524, GO:0017070, GO:0030621, GO:0043008, GO:0044822, GO:0000245, GO:0006974, GO:0010501, GO:0032786, GO:0046784, GO:2000002
gene9845	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9847	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9849	GO:0005509, GO:0005515
gene9850	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene9852	GO:0005515
gene9854	GO:0005515
gene9858	GO:0004222, GO:0005515, GO:0008270, GO:0006508
gene9860	GO:0005515
gene9861	GO:0003743, GO:0005840, GO:0006446
gene9863	GO:0003676, GO:0016787, GO:0046872
gene9864	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene9869	GO:0005783, GO:0004656, GO:0005506, GO:0005515, GO:0016702, GO:0031418, GO:0055114, GO:0006525, GO:0006560, GO:0018401
gene9870	GO:0005515, GO:0007165
gene9871	GO:0005515, GO:0007165
